mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
3.1243903160095217,0.3911368688752098,0.6238249778747559,0.2933130306319527,10,log2,1,10,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.36363636363636365,0.4489795918367347,0.5833333333333334,0.48,0.391304347826087,0.4534507273265037,0.07684157557632385,12,0.9111969111969112,0.9291338582677166,0.9182879377431906,0.9224806201550387,0.937007874015748,0.9236214402757209,0.008873556254817607
4.814123487472534,0.9656152836968918,1.3123624324798584,0.9429466073172571,10,sqrt,2,10,300,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",0.3333333333333333,0.47058823529411764,0.5714285714285714,0.5283018867924528,0.35555555555555557,0.45184151648080617,0.09360968662457234,13,0.9182879377431906,0.9254901960784314,0.9076923076923077,0.9118773946360154,0.9260700389105059,0.9178835750120902,0.007279814787733074
2.8688748359680174,0.6019112735371853,1.397452449798584,0.617494968733834,10,sqrt,4,10,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.37209302325581395,0.5098039215686274,0.5306122448979592,0.5283018867924528,0.3181818181818182,0.4517985789393343,0.08903413299403605,14,0.8905660377358491,0.9147286821705426,0.9076923076923077,0.9153846153846154,0.918918918918919,0.9094581123804467,0.010123613531766147
2.7747657775878904,0.20311481103840423,0.9920591354370117,0.17072020655513098,10,log2,2,10,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",0.36363636363636365,0.4489795918367347,0.5833333333333334,0.48,0.3829787234042553,0.45178560244213734,0.07824756396548628,15,0.9147286821705426,0.9365079365079365,0.9147286821705426,0.9296875,0.937007874015748,0.926532134972954,0.009978547482770135
3.940970945358276,0.24675003649299326,0.7932469844818115,0.3560761848048542,10,sqrt,2,2,300,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.38095238095238093,0.4583333333333333,0.56,0.5,0.35555555555555557,0.4509682539682539,0.07530216948836752,16,0.9182879377431906,0.9365079365079365,0.921875,0.9296875,0.9296875,0.9272091748502256,0.006431066044065173
4.681647539138794,0.4421500343271137,0.84755539894104,0.8894743828564643,10,sqrt,2,5,300,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.3333333333333333,0.4489795918367347,0.5882352941176471,0.5283018867924528,0.35555555555555557,0.45088113232714466,0.0977427291152762,17,0.9182879377431906,0.932806324110672,0.9147286821705426,0.9224806201550387,0.937007874015748,0.9250622876390384,0.008508905455406852
4.257337141036987,0.4378129769766815,1.0161781311035156,0.6452471513493443,10,sqrt,4,10,300,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.3333333333333333,0.49056603773584906,0.5416666666666666,0.5283018867924528,0.35555555555555557,0.44988469601677145,0.08798904976542288,18,0.9007633587786259,0.9182879377431906,0.9076923076923077,0.9153846153846154,0.918918918918919,0.9122094277035316,0.006978026089248925
3.615955877304077,1.1357492183400923,2.593977451324463,0.7671613648046733,10,sqrt,1,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.34146341463414637,0.4583333333333333,0.5714285714285714,0.5185185185185185,0.34782608695652173,0.4475139849742183,0.0913213308045323,19,0.9111969111969112,0.932806324110672,0.9182879377431906,0.9224806201550387,0.9333333333333333,0.9236210253078291,0.008518211075167183
4.698384428024292,0.2752744849007998,0.7336095333099365,0.30771081010446544,10,log2,2,10,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}",0.36363636363636365,0.48,0.5714285714285714,0.47058823529411764,0.34782608695652173,0.44669585146311486,0.08235578012077512,20,0.9182879377431906,0.9291338582677166,0.9147286821705426,0.9333333333333333,0.937007874015748,0.9264983371061062,0.008602894237120792
3.7600898265838625,0.9636900957260403,1.3027238845825195,0.5718754189054843,10,sqrt,4,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.2926829268292683,0.49056603773584906,0.56,0.5185185185185185,0.35555555555555557,0.44346460772783824,0.10187762132502787,21,0.9042145593869731,0.9291338582677166,0.9111969111969112,0.9118773946360154,0.9260700389105059,0.9164985524796243,0.009503928569402924
4.748717498779297,0.1797929138057398,0.7063009738922119,0.12520206016251617,10,sqrt,4,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.2926829268292683,0.49056603773584906,0.56,0.5185185185185185,0.35555555555555557,0.44346460772783824,0.10187762132502787,21,0.9042145593869731,0.9291338582677166,0.9111969111969112,0.9118773946360154,0.9260700389105059,0.9164985524796243,0.009503928569402924
6.6162864685058596,0.1073411268388566,1.2939935684204102,0.37563593493299935,10,sqrt,1,10,500,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.34146341463414637,0.4583333333333333,0.56,0.5384615384615384,0.3181818181818182,0.4432880209221673,0.09892002662398636,23,0.9147286821705426,0.9291338582677166,0.9076923076923077,0.918918918918919,0.9296875,0.9200322534098971,0.008458187035013347
4.8164191246032715,0.2850001936608261,0.4113490581512451,0.10297565812423921,10,log2,1,10,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.32558139534883723,0.48,0.5416666666666666,0.48,0.3829787234042553,0.4420453570839518,0.07727643464606043,24,0.921875,0.9291338582677166,0.921875,0.9260700389105059,0.937007874015748,0.9271923542387942,0.005619999471242853
3.905871295928955,0.6605442227465341,1.910275411605835,0.4935251463503918,10,sqrt,1,10,300,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.3333333333333333,0.44,0.5714285714285714,0.5,0.35555555555555557,0.44006349206349205,0.08874918727160618,25,0.9147286821705426,0.921875,0.9076923076923077,0.918918918918919,0.9260700389105059,0.917856989538455,0.00629020422700972
3.4671603202819825,0.2881197460968898,1.1663920879364014,0.22851558950640838,10,sqrt,1,10,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.27906976744186046,0.47058823529411764,0.56,0.5283018867924528,0.35555555555555557,0.43870308901679733,0.10597533430734857,26,0.9147286821705426,0.9291338582677166,0.9147286821705426,0.9153846153846154,0.9153846153846154,0.9178720906756064,0.005638519486615248
6.826216745376587,0.5926429044387307,1.3035463333129882,0.8567370292684618,10,sqrt,2,10,500,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}",0.2926829268292683,0.4583333333333333,0.5714285714285714,0.5384615384615384,0.3181818181818182,0.43581763764690595,0.11292367665808145,27,0.921875,0.9291338582677166,0.9076923076923077,0.918918918918919,0.9296875,0.9214615169757886,0.008034407445441661
4.729826211929321,0.2869170930064406,1.0314237117767333,0.2458286801464875,10,log2,4,10,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500}",0.32558139534883723,0.4897959183673469,0.5714285714285714,0.48,0.3111111111111111,0.4355833992511734,0.10095497395597833,28,0.9111969111969112,0.921875,0.9111969111969112,0.9224806201550387,0.9333333333333333,0.9200165551764389,0.008275678264796964
3.5983237266540526,0.9330970875739062,1.0720863819122315,0.20180877246958837,10,sqrt,2,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.34146341463414637,0.425531914893617,0.5714285714285714,0.49056603773584906,0.34782608695652173,0.4353632051297412,0.08733579863339946,29,0.9076923076923077,0.9291338582677166,0.9076923076923077,0.918918918918919,0.9333333333333333,0.9193541451809167,0.010613640455389243
2.9200385570526124,0.27997948221100055,0.5140781879425049,0.06252185586397258,10,log2,4,2,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.2857142857142857,0.4489795918367347,0.56,0.48,0.391304347826087,0.43319964507542147,0.09167852213833833,30,0.9076923076923077,0.9291338582677166,0.9076923076923077,0.9224806201550387,0.937007874015748,0.9208013935646238,0.01164985874076103
2.9943325996398924,0.37565804140433756,0.9407961368560791,0.4133689158820024,10,log2,4,5,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",0.2857142857142857,0.4489795918367347,0.56,0.48,0.391304347826087,0.43319964507542147,0.09167852213833833,30,0.9076923076923077,0.9291338582677166,0.9076923076923077,0.9224806201550387,0.937007874015748,0.9208013935646238,0.01164985874076103
7.695551252365112,0.7086390212001786,0.8220973014831543,0.4402858528321227,10,sqrt,1,2,500,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.3,0.4583333333333333,0.5714285714285714,0.48,0.35555555555555557,0.43306349206349204,0.09560321018107173,32,0.9254901960784314,0.932806324110672,0.9147286821705426,0.9407114624505929,0.9333333333333333,0.9294139996287145,0.008781303905904597
2.04760422706604,0.07137114535395904,0.4352877140045166,0.09979057840807971,10,log2,2,10,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.35555555555555557,0.4166666666666667,0.5957446808510638,0.4489795918367347,0.34782608695652173,0.4329545163733085,0.08973314145064373,33,0.9111969111969112,0.9291338582677166,0.921875,0.9333333333333333,0.937007874015748,0.9265093953627419,0.009161023749567667
2.388471221923828,0.26234358511807365,0.5981029987335205,0.20309293410972215,10,log2,1,10,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.35555555555555557,0.40816326530612246,0.5652173913043478,0.4489795918367347,0.3829787234042553,0.43217890548140314,0.07328034991098774,34,0.9111969111969112,0.9254901960784314,0.9254901960784314,0.9407114624505929,0.937007874015748,0.9279793279640229,0.010369792283599478
3.6718605518341065,1.3818991334618658,0.7274444103240967,0.42466532053869716,10,sqrt,1,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.2857142857142857,0.4583333333333333,0.5769230769230769,0.5185185185185185,0.3181818181818182,0.43153420653420654,0.11272497559516274,35,0.9007633587786259,0.932806324110672,0.9147286821705426,0.9296875,0.9260700389105059,0.9208111807940693,0.011740869231776025
5.909150314331055,0.8371171448947143,1.5637187004089355,0.4005214820550947,10,sqrt,1,2,300,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.3,0.4583333333333333,0.5714285714285714,0.47058823529411764,0.35555555555555557,0.4311811391223156,0.09474937814983865,36,0.9147286821705426,0.932806324110672,0.9182879377431906,0.9260700389105059,0.9296875,0.9243160965869823,0.006815709294595585
4.944392681121826,0.13542222130410703,0.48264188766479493,0.29720983847564375,10,log2,4,2,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",0.27906976744186046,0.48,0.56,0.48,0.35555555555555557,0.4309250645994832,0.10021739538236861,37,0.9111969111969112,0.921875,0.9111969111969112,0.9224806201550387,0.937007874015748,0.9207514633129218,0.009498443443911648
4.833266973495483,0.5019123795432312,0.439371395111084,0.22823892048655778,10,log2,4,5,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}",0.27906976744186046,0.48,0.56,0.48,0.35555555555555557,0.4309250645994832,0.10021739538236861,37,0.9111969111969112,0.921875,0.9111969111969112,0.9224806201550387,0.937007874015748,0.9207514633129218,0.009498443443911648
2.8776220798492433,0.21161946018626765,0.8848220825195312,0.47228414739256935,10,log2,4,10,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.32558139534883723,0.4583333333333333,0.5833333333333334,0.43137254901960786,0.34782608695652173,0.4292893395983267,0.09161773253125244,39,0.9042145593869731,0.921875,0.9111969111969112,0.9224806201550387,0.9333333333333333,0.9186200848144512,0.010045900232007965
2.4668265342712403,0.2516734660249413,0.48892035484313967,0.16429580648467296,10,log2,4,2,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.3181818181818182,0.48,0.5306122448979592,0.425531914893617,0.3829787234042553,0.42746094027552994,0.073925448560452,40,0.9111969111969112,0.9291338582677166,0.9111969111969112,0.9333333333333333,0.937007874015748,0.9243737776021241,0.01104365895483916
2.1218857288360597,0.13952989993777531,0.5171858310699463,0.4167338288832682,10,log2,4,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.3181818181818182,0.48,0.5306122448979592,0.425531914893617,0.3829787234042553,0.42746094027552994,0.073925448560452,40,0.9111969111969112,0.9291338582677166,0.9111969111969112,0.9333333333333333,0.937007874015748,0.9243737776021241,0.01104365895483916
2.8185997009277344,0.08632748931793155,0.3743718147277832,0.1748667781515533,10,log2,4,10,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.35555555555555557,0.4489795918367347,0.5714285714285714,0.4166666666666667,0.3333333333333333,0.4251927437641723,0.08403679514462131,42,0.9076923076923077,0.9254901960784314,0.9147286821705426,0.9260700389105059,0.9333333333333333,0.9214629116370242,0.009092094725020603
5.0131183624267575,0.17529535692502712,0.5273415088653565,0.1348202177511191,10,log2,2,2,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.3333333333333333,0.3829787234042553,0.5714285714285714,0.5098039215686274,0.32558139534883723,0.4246251890167249,0.09867619129553218,43,0.9254901960784314,0.9365079365079365,0.9182879377431906,0.9444444444444444,0.937007874015748,0.9323476777579502,0.009274247037502015
1.9515408515930175,0.3703310951091081,0.5002934455871582,0.20630359154930142,10,log2,2,2,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.3333333333333333,0.391304347826087,0.5306122448979592,0.5098039215686274,0.3181818181818182,0.416647133161565,0.08825542270460954,44,0.9254901960784314,0.9365079365079365,0.9111969111969112,0.9444444444444444,0.937007874015748,0.9309294724486943,0.011573075614580614
3.132217264175415,0.2635758065853008,0.7292688369750977,0.356866582052369,10,log2,2,2,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.2926829268292683,0.3829787234042553,0.5833333333333334,0.4897959183673469,0.32558139534883723,0.4148744594566082,0.10762246709216626,45,0.921875,0.9402390438247012,0.9111969111969112,0.9407114624505929,0.9333333333333333,0.9294711501611077,0.011391733144364723
3.1776193618774413,0.44843637272628134,0.5144309520721435,0.18779819536911796,10,log2,2,5,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.3,0.34782608695652173,0.5652173913043478,0.4583333333333333,0.36363636363636365,0.4070026350461132,0.0943385509016348,46,0.9254901960784314,0.9291338582677166,0.921875,0.9482071713147411,0.937007874015748,0.9323428199353273,0.00938372545601679
4.873814821243286,0.3386729339301515,0.4039792060852051,0.12628628600482442,10,log2,2,5,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",0.3,0.4166666666666667,0.5416666666666666,0.4489795918367347,0.32558139534883723,0.4065788641037811,0.08725588128311043,47,0.9291338582677166,0.932806324110672,0.9291338582677166,0.9407114624505929,0.937007874015748,0.9337586754224892,0.004529533737767739
3.4043885231018067,0.8134747735736144,0.6142737388610839,0.3729579010860195,10,log2,1,2,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.2926829268292683,0.4489795918367347,0.5106382978723404,0.4489795918367347,0.3181818181818182,0.40389244531137924,0.08387400933129384,48,0.9182879377431906,0.9365079365079365,0.9254901960784314,0.9333333333333333,0.9407114624505929,0.9308661732226969,0.008024453003073714
5.035616159439087,0.16694194221659586,0.3378424644470215,0.045875180283315824,10,log2,1,2,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.25,0.4583333333333333,0.5106382978723404,0.48,0.3181818181818182,0.4034306898774984,0.1011721082559039,49,0.9291338582677166,0.9365079365079365,0.932806324110672,0.9333333333333333,0.9407114624505929,0.9344985829340502,0.003889452171573944
4.911860990524292,0.288643321339423,0.9177951335906982,0.2432078863971646,10,log2,1,5,500,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",0.3,0.34782608695652173,0.5217391304347826,0.5098039215686274,0.32558139534883723,0.40099010686175385,0.09500806432442704,50,0.9291338582677166,0.9365079365079365,0.9291338582677166,0.9407114624505929,0.937007874015748,0.934498997901942,0.004615072177871098
2.6620616912841797,0.07460023587857827,1.064086389541626,0.08825001649786533,10,log2,1,5,300,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.2564102564102564,0.3111111111111111,0.5652173913043478,0.52,0.3181818181818182,0.3941841154015067,0.12388795561248207,51,0.9291338582677166,0.9365079365079365,0.921875,0.9407114624505929,0.937007874015748,0.9330472262483986,0.006731074967613134
4.745993328094483,0.4982725527764593,2.219715881347656,0.8171126327093399,15,sqrt,4,5,300,"{'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",0.21621621621621623,0.4090909090909091,0.5116279069767442,0.5,0.3333333333333333,0.3940536731234406,0.11007957472103751,52,0.9672131147540983,0.9672131147540983,0.959349593495935,0.967479674796748,0.9794238683127572,0.9681358732227274,0.006430413786796174
3.947181510925293,0.5334569646342677,0.7178860664367676,0.21272077505319595,15,sqrt,4,2,300,"{'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.21621621621621623,0.4090909090909091,0.5116279069767442,0.5,0.3333333333333333,0.3940536731234406,0.11007957472103751,52,0.9672131147540983,0.9672131147540983,0.959349593495935,0.967479674796748,0.9794238683127572,0.9681358732227274,0.006430413786796174
2.8058855056762697,0.7796063978000174,1.5250752925872804,0.7488855429295426,10,log2,1,2,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.2926829268292683,0.3829787234042553,0.5106382978723404,0.4489795918367347,0.3181818181818182,0.3906922716248834,0.08087961085708954,54,0.9291338582677166,0.944,0.932806324110672,0.9407114624505929,0.9444444444444444,0.9382192178546852,0.006168068562196218
2.388374900817871,0.2134658102367984,0.5047715187072754,0.20386921783562056,10,log2,2,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.25,0.3829787234042553,0.5106382978723404,0.43478260869565216,0.36363636363636365,0.3884071987217223,0.08589614138354647,55,0.9254901960784314,0.932806324110672,0.9182879377431906,0.9407114624505929,0.9333333333333333,0.9301258507432439,0.007630904738315248
4.014324760437011,0.4292401610140583,0.9918711185455322,0.21192440004254492,15,sqrt,4,2,200,"{'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.21621621621621623,0.4090909090909091,0.47619047619047616,0.4888888888888889,0.3333333333333333,0.3847439647439648,0.10084250931605579,56,0.963265306122449,0.9672131147540983,0.959349593495935,0.9714285714285714,0.9754098360655737,0.9673332843733256,0.005697442779267576
2.8072373390197756,0.6117082321968874,1.972409725189209,0.39373470093571933,15,sqrt,4,5,200,"{'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.21621621621621623,0.4090909090909091,0.47619047619047616,0.4888888888888889,0.3333333333333333,0.3847439647439648,0.10084250931605579,56,0.963265306122449,0.9672131147540983,0.959349593495935,0.9714285714285714,0.9754098360655737,0.9673332843733256,0.005697442779267576
6.21834626197815,0.1207612842836766,0.7140605449676514,0.4913069304321071,15,sqrt,4,10,500,"{'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500}",0.21621621621621623,0.4090909090909091,0.46511627906976744,0.4888888888888889,0.3333333333333333,0.38252912531982297,0.09891286601021024,58,0.9672131147540983,0.9554655870445344,0.963265306122449,0.967479674796748,0.9794238683127572,0.9665695102061175,0.00775489552392326
1.9848902225494385,0.4527558608720067,0.36649208068847655,0.23883906157011967,10,log2,1,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.25,0.34782608695652173,0.5106382978723404,0.425531914893617,0.34782608695652173,0.3763644773358002,0.08722815644126725,59,0.921875,0.9365079365079365,0.9147286821705426,0.937007874015748,0.9333333333333333,0.9286905652055122,0.008868261642128814
