feature,importance
g_flux_p90,0.0013675097516648894
z_flux_range,0.001359588956529097
z_det_frac,0.0013482915855532625
r_err_std,0.0013332283807038603
z_trend_slope,0.0013304861337817984
u_frac_above_mean,0.0013268741686240223
i_peak_flux,0.001317979568444936
u_n_det,0.0013152219221975727
u_err_mean,0.0013081533248190708
y_flux_p10,0.0013027669613891045
g_snr_max,0.0012950745659371136
z_flux_diff_std,0.001282860471530937
z_peak_flux,0.0012820645919265528
y_flux_min,0.0012661854864349014
g_cadence_std,0.0012510287553561996
g_flux_diff_mean,0.0012497887206862702
i_flux_diff_std,0.0012382411252283747
z_det_flux_max,0.0012321057527590693
z_trend_r2,0.0012143322596062677
y_flux_p75,0.0012116822167904941
color_peak_z_y,0.0012064571727859422
color_peak_i_z,0.00117168997121976
u_err_std,0.0011564186499165355
EBV,0.0011563620250161436
y_trend_slope,0.0011510559347553421
z_flux_min,0.0011446895193111327
z_rms,0.0011414860566297776
z_peak_time_rel,0.001123759025038817
g_variability,0.001118235893570805
y_flux_skew,0.0011152421131406342
y_flux_diff_std,0.0011031595800439675
y_flux_std,0.0010881026419087318
y_trend_r2,0.0010875822708081866
i_err_std,0.0010852053223217545
g_n_det,0.0010743900821419137
g_err_mean,0.0010674464137492236
z_variability,0.0010611052512869224
y_snr_median,0.0010541980371524518
i_snr_std,0.0010450549365648262
y_cv,0.001037746320447385
r_cadence_std,0.001034043625566985
y_flux_range,0.001033733240664315
z_snr_max,0.0010213712903323268
g_trend_slope,0.0010050787587149142
y_flux_max,0.0009888154453142803
u_trend_slope,0.0009813410238049094
y_snr_mean,0.0009742040763952429
r_n_obs,0.0009741832654693504
g_trend_r2,0.000968846184137617
z_flux_std,0.000964100397196348
y_frac_above_mean,0.0009636217004063143
y_flux_median,0.0009506981670780646
r_err_mean,0.0009500581655050488
z_flux_p75,0.0009483417374034218
y_snr_max,0.000939884542424798
z_err_std,0.0009189064120444817
total_observations,0.0009181814942152562
y_flux_p25,0.0009130360679818771
u_trend_r2,0.0008892026196539337
y_rms,0.0008852296305419493
y_residual_std,0.0008647879652811562
z_flux_p90,0.0008569770500217855
z_decay_time,0.0008543338016294614
y_flux_diff_mean,0.0008174790867325096
g_n_obs,0.0008129392772987085
z_flux_iqr,0.0008113814210510519
u_flux_iqr,0.0007977860421068374
z_snr_mean,0.0007961586028848507
i_flux_diff_mean,0.000790586869895096
z_residual_std,0.0007877413919430404
z_n_obs,0.0007788534639094495
z_flux_diff_mean,0.0007680205518342104
peak_delay_u_r,0.0007366177998051944
u_n_obs,0.000700394660307365
u_decay_rate,0.0006595228174525157
y_flux_p90,0.000634914593006868
y_rise_rate,0.0006135125674513167
y_det_frac,0.0005862988629387219
i_n_obs,0.0005806123412481695
i_n_det,0.000543086145188885
y_flux_mean,0.000539495596654768
u_rise_time,0.0005248159163180675
y_det_flux_mean,0.0005241964346853402
y_n_obs,0.0005194324130102461
y_flux_iqr,0.0005084828608621089
g_err_std,0.0005035892445120126
y_rise_time,0.00045038651293447863
y_peak_time_rel,0.00044733928542009115
u_peak_time_rel,0.0004468147097426317
y_det_flux_max,0.0004337544281953394
y_peak_flux,0.00040916620800083127
u_rise_rate,0.00040476952350741464
u_variability,0.00039095414226565856
n_bands_detected,0.00038929999161776784
y_n_det,0.000355925268269873
u_det_duration,0.00030233432161055386
y_det_duration,0.0002668357540877668
z_n_det,0.0002603908813072385
y_decay_rate,0.00025745629307767913
y_variability,0.0002535394781906081
y_decay_time,0.0001538861262782062
u_decay_time,8.042587621592884e-05
peak_band_is_g,5.3266808280252836e-05
peak_band_is_blue,4.749426061293974e-05
peak_band_is_u,7.609878589102202e-19
